sample_id,id,lemma
2,87,neurosemantic
2,88,thysanopterous
2,89,tract
2,90,polypeptidase
2,91,dinq
2,92,underexpose
2,93,amidomethyl
2,94,nonnotarized
2,95,quinalphos
2,96,trist
2,97,topdress
2,98,agnamed
2,99,lase
2,100,carbamoylate
2,101,startable
2,102,thwartened
2,103,fondle
2,104,bafetinib
2,105,glucosidase
2,106,overpronate
2,107,noncontroversial
2,108,freelance
2,109,acclamate
2,110,rigorise
2,111,hog
2,112,discocellular
2,113,reassault
2,114,enrol
2,115,patellin
2,116,workhour
2,117,redundantant
2,118,discorporate
2,119,peachen
2,120,rotablator
2,121,milepost
2,122,dichlorvos
2,123,climb
2,124,hypogelsolinemia
2,125,microaspirated
2,126,diluviate
2,127,polychloride
2,128,inattentionally blind
2,129,diethylenediamine
2,130,gay friendly
2,131,bromoxynil
2,132,isaeid
2,133,multi-word
2,134,superinformation
2,135,mengenillid
2,136,oggin
2,137,unshot
2,138,disect
2,139,synflood
2,140,sinistrocular
2,141,ratebuster
2,142,misdifferentiate
2,143,caliginosity
2,144,squirreldom
2,145,diner
2,146,sister
2,147,stentless
2,148,authorish
2,149,boarder
2,150,nonindicative
3,1,corncob
3,2,singlefoot
3,3,homopiperazine
3,4,Bozal
3,5,intrabursal
3,6,potentional
3,7,pubey
3,8,copresident
3,9,Ashberian
3,10,percuss
3,11,porcupette
3,12,growse
3,13,mosstrooper
3,14,flidge
3,15,pseudouridylate
3,16,counterspell
3,17,verlan
3,18,hyperlactacidemia
3,19,portamentoed
3,20,somnambulise
3,21,proselyte
3,22,oculomandibulofacial
3,23,Czechish
3,24,systemise
3,25,utilizable
3,26,bideficiency
3,27,postdive
3,28,slushpile
3,29,stannation
3,30,handbag
3,31,huzoor
3,32,oxocrinol
3,33,pote
3,34,enhalo
3,35,fluorophenylalanine
3,36,pyocyanic
3,37,hot-tempered
3,38,interfoveal
3,39,toxify
3,40,technocratic
3,41,sideline
3,42,underbuild
3,43,bringer
3,44,polycellulosomal
3,45,micropipette
3,46,Jungian
3,47,slew
3,48,strafe
3,49,precoat
3,50,wuff
3,51,misprise
3,52,parapelvic
3,53,etiotropic
3,54,duff
3,55,unfaded
3,56,civet
3,57,jaculate
3,58,frumple
3,59,multiclause
3,60,johnson
3,61,urocanic
3,62,unrenowned
3,63,infix
3,64,bottlescrew
3,65,interpunct
3,66,kyoodle
3,67,mailshot
3,68,unchoke
3,69,gradientless
3,70,devalue
3,71,dirt poor
3,72,xenica
3,73,crystallisable
3,74,cytobiotic
3,75,antimelanoma
3,76,eulittoral
3,77,rich
3,78,bewitch
3,79,forearm
3,80,reexchange
3,81,fantasticate
3,82,vegie
3,83,precatatonic
3,84,thometzekite
3,85,presenescent
3,86,bacillaemia
3,87,photoacceptor
3,88,marblefish
3,89,tebibyte
3,90,silylate
3,91,filamentoid
3,92,multifragment
3,93,haptenylate
3,94,perifornical
3,95,hepatogastric
3,96,underwater
3,97,Bentley
3,98,diauxie
3,99,phototropism
3,100,sunlessness
3,101,dignitary
3,102,subjectivize
3,103,scatheless
3,104,jacking
3,105,arkosic
3,106,slushflow
3,107,sursize
3,108,lobscouser
3,109,factorize
3,110,oxytone
3,111,orchidometry
3,112,microinsult
3,113,rehabilitate
3,114,transfontanellar
3,115,statechart
3,116,swirly
3,117,intort
3,118,ferryboatman
3,119,aeruginosin
3,120,nonalive
3,121,doubletree
3,122,nitrol
3,123,assumpt
3,124,symmetrical
3,125,backwing
3,126,peng
3,127,e-sales
3,128,personable
3,129,synthesist
3,130,instal
3,131,impinguate
3,132,chow-chow
3,133,shmuk
3,134,unsufficience
3,135,slamatan
3,136,anti-European
3,137,turnround
3,138,paravalvular
3,139,bangsome
3,140,smartassed
3,141,abdominal
3,142,greige
3,143,mistouch
3,144,talc
3,145,nook
3,146,outrun
3,147,delocalise
3,148,retrotransfer
3,149,facebrick
3,150,pack
